Identifiant du carnet,Date de saisie du carnet,Date de jour de collecte,Origine,Ligne n�,Nature de la dépense,Montant,Enseigne ou type de magasin,coicop,Libellé coicop
10156641_01,11/09/2024,22/06/2024,TABLEAU,1,LOYER,630,PARTICULIER,04.1,Loyers d’habitation effectivement payés
10157710_02,06/09/2024,02/06/2024,TABLEAU,2,LOYER,466.7,//,04.1,Loyers d’habitation effectivement payés
10157417_01,06/09/2024,04/06/2024,TABLEAU,1,LOYER,445.2,SIMAR,04.1,Loyers d’habitation effectivement payés
10158688_01,20/08/2024,04/06/2024,TABLEAU,1,LOYER,380,,04.1,Loyers d’habitation effectivement payés
10157561_01,06/09/2024,12/06/2024,TABLEAU,2,LOYER,305,TROYES AUBE HABITAT,04.1,Loyers d’habitation effectivement payés
10157044_01,03/09/2024,11/06/2024,TABLEAU,1,LOYER,229.7,OPHEA,04.1,Loyers d’habitation effectivement payés
10156970_01,26/08/2024,11/06/2024,TABLEAU,2,LOYER,161.1,//,04.1,Loyers d’habitation effectivement payés
10158261_01,28/08/2024,05/06/2024,TABLEAU,1,LOYER,111,VIREMENT,04.1,Loyers d’habitation effectivement payés
10156674_01,02/09/2024,28/06/2024,TABLEAU,2,LOYER JUILLET,950,LOYER VERSE AU PARTICULIER,04.1,Loyers d’habitation effectivement payés
10156831_01,20/08/2024,15/05/2024,TABLEAU,1,LOYER MAISSON,288.3,METZ HABITAT,04.1,Loyers d’habitation effectivement payés
10156615_01,04/09/2024,//,TABLEAU,7,LUNETTE MOTO,18.9,AMAZON,04.1,Loyers d’habitation effectivement payés
10157182_02,11/09/2024,11/06/2024,TABLEAU,1,LUNETTES,144.9,OPTIQUE ALAUX,06.1.3.1,Produits d'assistance pour la vision (D)
10158629_01,07/08/2024,04/06/2024,TABLEAU,2,LUNETTES (1/3),280,STOLL,06.1.3.1,Produits d'assistance pour la vision (D)
10158613_02,23/08/2024,01/06/2024,TABLEAU,5,LUNETTES (MONTURE),69,KRYS,06.1.3.1,Produits d'assistance pour la vision (D)
10157003_01,04/09/2024,21/06/2024,TABLEAU,2,LUNETTES DE PISCINE,8.4,INTERSPORT,09.2.2.1,Équipement de sport (SD)
10157075_02,04/09/2024,15/06/2024,TABLEAU,4,LUNETTES DE VUE,315,OPTICIEN - METI,06.1.3.1,Produits d'assistance pour la vision (D)
10156890_01,14/08/2024,30/05/2024,TABLEAU,3,LUNETTES DE VUE,35,IZIPIZI,06.1.3.1,Produits d'assistance pour la vision (D)
10157421_01,06/09/2024,03/06/2024,TABLEAU,1,LUNETTES DE VUE,35,GENERALE D'OPTIQUE,06.1.3.1,Produits d'assistance pour la vision (D)
10156603_01,25/07/2024,01/06/2024,TABLEAU,2,LUNETTES DE VUE (RESTE A CHARGE),86.7,OPTICIEN KRYS,06.1.3.1,Produits d'assistance pour la vision (D)
10156627_01,28/08/2024,15/06/2024,TABLEAU,2,LUNETTES SOLAIRES,223.5,KRYS,13.2.9.1,Articles de voyage et articles pour bébés et autres effets personnels nca (SD)
10158783_01,30/08/2024,14/06/2024,TABLEAU,1,MAC DO,14.7,MAC DO,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156996_01,27/08/2024,20/05/2024,TABLEAU,2,MAC DO,8,RESTAURATION,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156580_03,30/08/2024,19/06/2024,TABLEAU,1,MAC DO A EMPORTER,92,MAC DO NOYON,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157951_01,29/08/2024,22/05/2024,TABLEAU,3,MAC DOC,12.9,FAMECK,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156803_01,16/08/2024,18/05/2024,TABLEAU,1,MAC DONALDS MENU,17.6,MAC DONALD'S,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157111_01,10/09/2024,//,TABLEAU,11,MACDO,13.7,MACDO,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157757_02,13/08/2024,30/05/2024,TABLEAU,1,MACHINE A LAVER,269,BOULANGER,05.3.1.2,Gros appareils d’entretien du linge (D)
10156515_01,22/08/2024,06/06/2024,TABLEAU,1,MACHINE A LAVER,237.4,CAFINECO DARTY,05.3.1.2,Gros appareils d’entretien du linge (D)
10157757_01,13/08/2024,30/05/2024,TABLEAU,3,MACHINE A LAVER LINGE,227.2,BOULANGER,05.3.1.2,Gros appareils d’entretien du linge (D)
10157990_01,11/09/2024,28/06/2024,TABLEAU,1,MACHINE A PAIN (DISTRIBUTEUR),2,BOULANGERIE,01.1.9.1.9,Autres plats cuisinés et repas préparés nca
10157028_01,03/09/2024,10/06/2024,TABLEAU,1,MACHINE CAFE,5.2,2AD,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10158599_01,10/09/2024,12/06/2024,TABLEAU,1,MACHINE CAFE,1,HOPITAL DE JOSSIGNY,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157768_01,28/08/2024,10/06/2024,TABLEAU,2,MAE ASSURANCE,14.5,ASSURANCE SCOLAIRE,12.1.9.0,Autre assurance (S)
10158197_01,06/08/2024,28/05/2024,TABLEAU,3,MAG PRESSE,15.9,LIBRAIRIE,09.7.2.2,Magazines et périodiques (ND)
10158133_01,09/10/2024,01/07/2024,TABLEAU,2,MAGASIN DE SOUVENIR,46,ENAPEM,98.2,Divers
10157223_01,11/09/2024,31/05/2024,TABLEAU,1,MAGASINE,7,LIBRAIRIE / LIVRE,09.7.2.2,Magazines et périodiques (ND)
10156640_01,28/08/2024,17/06/2024,TABLEAU,3,MAGASINE,1.8,LIBRAIRIE,09.7.2.2,Magazines et périodiques (ND)
10156640_01,28/08/2024,12/06/2024,TABLEAU,2,MAGAZINE,1.8,LIBRAIRIE,09.7.2.2,Magazines et périodiques (ND)
10157372_01,06/09/2024,08/06/2024,TABLEAU,3,MAGAZINE DE SANTE,5.6,KIOSK A JOURNAUX,09.7.2.2,Magazines et périodiques (ND)
10158619_01,10/09/2024,10/06/2024,TABLEAU,1,MAGAZINE TELE,1.8,CAFE/TABAC,09.7.2.2,Magazines et périodiques (ND)
10158974_01,11/09/2024,18/06/2024,TABLEAU,2,MAGAZINE TV,1.6,LIBRAIRIE,09.7.2.2,Magazines et périodiques (ND)
10157044_01,03/09/2024,07/06/2024,TABLEAU,1,MAGAZINE VOICI,2.3,CAFETARIA ICAN,09.7.2.2,Magazines et périodiques (ND)
10156849_02,23/08/2024,04/06/2024,TABLEAU,1,MAGAZINES,29.7,RELAY,09.7.2.2,Magazines et périodiques (ND)
10156849_02,23/08/2024,10/06/2024,TABLEAU,1,MAGAZINES,14.9,RELAY,09.7.2.2,Magazines et périodiques (ND)
10156732_02,13/08/2024,06/06/2024,TABLEAU,2,MAGISER,3.8,LECLERC,98.4,Illisible ou indéterminé
10158133_01,09/10/2024,01/07/2024,TABLEAU,4,MAGNETS + BRACELETS,21,VALIAN VILLAGE,13.2.1.1,Bijoux et montres (D)
10157107_01,05/08/2024,19/05/2024,TABLEAU,8,MAGRET CANARD,12,INTERNET,01.1.2.2.4,"Viande de volaille, fraîche, réfrigérée ou congelée"
10157053_01,05/08/2024,15/05/2024,TABLEAU,1,MAILLOT ET PARTICIPATION TOURNOI FOOT,20,ASSOCIATION SPORTIVE,09.4.6.2,Prestations sportives - practice (S)
10156817_02,11/09/2024,01/07/2024,TABLEAU,2,MAILLOT FOOT,31.1,PLAYSTATION,09.2.1.1,Ordinateurs de jeux vidéo consoles de jeux applications et logiciels de jeux (SD)
10158782_01,20/08/2024,24/05/2024,TABLEAU,16,MAIS,1.1,LIDL,01.1.1.1.6,Maïs (maïs)
10158141_01,09/10/2024,17/06/2024,TABLEAU,1,MAIS,0.8,LIDL,01.1.1.1.6,Maïs (maïs)
10157614_02,12/09/2024,27/06/2024,TABLEAU,1,"MAIS, BLES","2,5",,01.1.1.1.6,Maïs (maïs)
10156823_03,29/08/2024,18/06/2024,TABLEAU,1,MAISON PEREIRA,13.9,EPICERIE,98.1.1,Courses alimentaires
10156823_03,29/08/2024,20/06/2024,TABLEAU,1,MAISON PEREIRA,13.9,EPICERIE,98.1.1,Courses alimentaires
10157948_02,20/08/2024,21/05/2024,TABLEAU,2,MALLE OSIER,64.9,FOIRE FOUILLE,13.2.9.1,Articles de voyage et articles pour bébés et autres effets personnels nca (SD)
10156776_01,03/09/2024,02/06/2024,TABLEAU,1,MALO GRASS - LEFFAL,15,//,98.4,Illisible ou indéterminé
10156503_01,29/08/2024,14/06/2024,TABLEAU,14,MANCHON,3.9,//,98.4,Illisible ou indéterminé
10157220_01,20/08/2024,21/05/2024,TABLEAU,10,MANDARINE,1.1,E.LECLERC,01.1.6.2.4,"Tangerines, mandarines et clémentines, fraîches"
10157370_01,06/09/2024,21/06/2024,TABLEAU,2,MANE,2,PRIMEUR,98.4,Illisible ou indéterminé
10158206_01,28/08/2024,//,TABLEAU,2,MANEGE,24,FETE FORAINE,09.4.6.1,Services récréatifs et de loisirs (S)
10156924_02,08/10/2024,22/06/2024,TABLEAU,4,MANEGE (LOISIR),2,BASTIONS (TOURNAI),09.4.6.1,Services récréatifs et de loisirs (S)
10157696_01,13/08/2024,25/05/2024,TABLEAU,2,MANGA BX VETEMENT,82.9,MANGO BX,03.1.2,Vêtements (SD)
10157111_01,10/09/2024,//,TABLEAU,11,MANGER FRAIS,3.9,INTERMARCHE,98.1.1,Courses alimentaires
10157645_01,26/08/2024,29/05/2024,TABLEAU,1,MANOMANO,"9.7,0",,04.3.1.1,Fournitures pour travaux d’entretien et de réparation des logements (ND)
10156719_02,12/08/2024,27/05/2024,TABLEAU,1,MANUCURE,32,ESTHETICIENNE A DOMICILE,13.1.3.2,Soins de beauté personnels (S)
10157955_01,11/09/2024,06/06/2024,TABLEAU,8,MAPA MUTUELLE SANTE,195.3,MAPA,12.1.2.0,Assurances liées à la santé (S)
10157260_01,03/09/2024,09/06/2024,TABLEAU,5,MAQUEREAU,2.9,MONOPRIX,01.1.3.1.6,"Autres poissons pélagiques, vivants, frais, réfrigérés ou congelés"
10158948_02,10/09/2024,29/06/2024,TABLEAU,4,MARAICHER,24.5,LES BONS AMIS,98.1.1,Courses alimentaires
10158948_02,10/09/2024,01/07/2024,TABLEAU,3,MARAICHER,7.2,//,98.1.1,Courses alimentaires
10156873_02,26/08/2024,07/06/2024,TABLEAU,1,MARAICHER LEGUMES,26,MARAICHER,01.1.7,"Légumes, tubercules, bananes plantains, bananes à cuire et légumineuses (ND)"
10158574_01,10/09/2024,15/06/2024,TABLEAU,2,MARCHE,60,//,98.1.1,Courses alimentaires
10158574_01,10/09/2024,22/06/2024,TABLEAU,1,MARCHE,60,//,98.1.1,Courses alimentaires
10157244_01,06/09/2024,29/06/2024,TABLEAU,1,MARCHE,34.2,MARAICHER,98.1.1,Courses alimentaires
10158868_01,22/08/2024,02/06/2024,TABLEAU,1,MARCHE,20.1,MARCHE,98.1.1,Courses alimentaires
10158825_01,10/09/2024,//,TABLEAU,3,MARCHE,20,MARCHE,98.1.1,Courses alimentaires
10156640_01,28/08/2024,14/06/2024,TABLEAU,1,MARCHE,13.5,POISSONNERIE,98.1.1,Courses alimentaires
10157183_01,11/09/2024,01/06/2024,TABLEAU,2,MARCHE,10,ESPECE FRUIT LEGUMES,98.1.1,Courses alimentaires
10157210_02,12/09/2024,29/06/2024,TABLEAU,2,MARCHE,10,CHARCUTIER,98.1.1,Courses alimentaires
10156776_01,03/09/2024,02/06/2024,TABLEAU,2,MARCHE,5,//,98.1.1,Courses alimentaires
10158771_01,20/08/2024,30/05/2024,TABLEAU,2,MARCHE,4,COVOITURAGE,99.9,Autre
10158932_01,22/08/2024,01/06/2024,TABLEAU,1,MARCHE (FRUITS - LEGUMES),30,MARCHE,98.1.1,Courses alimentaires
10156750_01,02/08/2024,29/05/2024,TABLEAU,1,MARCHE AUX FRUITS LEGUMES,9.6,MARCHE PLEIN AIR ZUP,98.1.1,Courses alimentaires
10156566_01,21/08/2024,24/05/2024,TABLEAU,2,MARCHE DE LEGUME,48.4,MARCHE DE LA DELIVRANCE,98.1.1,Courses alimentaires
10156831_01,20/08/2024,17/05/2024,TABLEAU,1,MARCHE FRUIT,15,MARCHE,98.1.1,Courses alimentaires
10156831_01,20/08/2024,21/05/2024,TABLEAU,1,MARCHE FRUIT,14.2,MARCHE,98.1.1,Courses alimentaires
10156794_01,16/08/2024,02/06/2024,TABLEAU,7,MARCHE INSCRIPTION,15,//,98.4,Illisible ou indéterminé
10156831_01,20/08/2024,17/05/2024,TABLEAU,2,MARCHE LEGUMES,16.4,MARCHE,98.1.1,Courses alimentaires
10156831_01,20/08/2024,21/05/2024,TABLEAU,2,MARCHE LEGUMES,16.3,MARCHE,98.1.1,Courses alimentaires
10156618_01,11/09/2024,28/06/2024,TABLEAU,1,MARCHE PRODUCTEUR,30,//,98.1.1,Courses alimentaires
10158208_01,28/08/2024,25/05/2024,TABLEAU,2,MARCHE-PIED (PETIT ESCABEAU),24.9,AMAZON,05.5.2.1,Outils non motorisés (SD)
10157260_01,03/09/2024,13/06/2024,TABLEAU,4,MARGARINE,1.9,MONOPRIX,01.1.5.3.0,Margarine et préparations similaires
10156869_01,08/10/2024,22/06/2024,TABLEAU,2,MARIAGE VIN D'HONNEUR,50,CADEAU ENVELOPPE,99.1,Cadeaux
10157831_01,06/09/2024,18/06/2024,TABLEAU,1,MASCAPORNE,2.3,CARREFOUR CONTACT,01.1.4.5.0,Fromage
10157111_01,10/09/2024,//,TABLEAU,10,MASQUE SOINS,6.6,NORMAL,13.1.2.0.2,Produits de maquillage et de soin de la peau
10157111_01,10/09/2024,//,TABLEAU,13,MASQUE YEUX,4.8,NORMAL,13.1.2.0.2,Produits de maquillage et de soin de la peau
10158110_01,09/10/2024,//,TABLEAU,1,MASSAGE,75,MAGASIN SPECIALISE,13.1.3.2,Soins personnels
10156788_01,16/08/2024,25/05/2024,TABLEAU,1,MASSAGE,59,GRAINE D'EMBELIE,13.1.3.2,Soins personnels
10156762_01,03/09/2024,21/06/2024,TABLEAU,1,MASSAGE INSTITUT BEAUTE CADEAU,49,PASSAGE BLEU,13.1.3.2,Soins personnels
10158224_01,16/08/2024,28/05/2024,TABLEAU,2,MASTIC - COLLE,8.2,BRICO DEPOT,04.3.1.1.2,"Articles de quincaillerie, fourniture pour bricolage autres qu’en bois"
10158066_01,09/10/2024,17/06/2024,TABLEAU,3,MATCH,42.4,//,98.1.2,Courses en supermarché
10158066_01,09/10/2024,11/06/2024,TABLEAU,3,MATCH,11.3,//,98.1.2,Courses en supermarché
10158797_01,22/08/2024,03/06/2024,TABLEAU,5,MATELAS GONFLABLE,29,AMARME,09.2.2.2,Équipement pour le camping et les loisirs de plein air (SD)
10156595_02,02/08/2024,18/05/2024,TABLEAU,1,MATERIAUX,232.9,BRICOMARCHE,04.3.1.1,Fournitures pour travaux d’entretien et de réparation des logements (ND)
10156697_01,30/08/2024,10/06/2024,TABLEAU,1,MATERIAUX BRICO,25.9,BRICO DEPOT,04.3.1.1,Fournitures pour travaux d’entretien et de réparation des logements (ND)
10157496_01,06/09/2024,02/06/2024,TABLEAU,7,MATERIAUX BRICOLAGE,31.4,BRICORAMA,04.3.1.1,Fournitures pour travaux d’entretien et de réparation des logements (ND)
10157496_01,06/09/2024,02/06/2024,TABLEAU,9,MATERIAUX BRICOLAGE,26,MR BRICOLAGE,04.3.1.1,Fournitures pour travaux d’entretien et de réparation des logements (ND)
10156683_01,02/09/2024,22/06/2024,TABLEAU,1,MATERIAUX DE CONSTRUCTION,88.8,CASTORAMA,04.3.1.1,Fournitures pour travaux d’entretien et de réparation des logements (ND)
10158932_01,22/08/2024,05/06/2024,TABLEAU,1,MATERIAUX DE CONSTRUCTION (PLAQUE POLY + LAMBOURDE SAPIN),769.6,LEROY-MERLIN,04.3.1.1,Fournitures pour travaux d’entretien et de réparation des logements (ND)
10156683_01,02/09/2024,19/06/2024,TABLEAU,1,MATERIAUX DE CONSTRUCTIONS,241.3,MATERIAUX NORD BLAYAIS,04.3.1.1,Fournitures pour travaux d’entretien et de réparation des logements (ND)
10157421_01,06/09/2024,30/05/2024,TABLEAU,2,MATERIAUX RENOVATION,168.3,GEDIMAT,04.3.1.1,Fournitures pour travaux d’entretien et de réparation des logements (ND)
10157219_01,19/08/2024,08/06/2024,TABLEAU,2,MATERIEL CAMPING,50.9,LIDL.FR,09.2.2.2,Matériel de camping et matériel pour activités de plein air (SD)
10158968_01,11/09/2024,06/06/2024,TABLEAU,1,MATERIEL DE BRICOLAGE,31.6,MONSIEUR BRICOLAGE,04.3.1.1,Fournitures pour travaux d’entretien et de réparation des logements (ND)
10156994_01,26/08/2024,24/05/2024,TABLEAU,2,MATERIEL DU SPORT,159,GOLF PLUS OUTLET,09.2.2.1,Articles de sport (SD)
10157157_01,11/09/2024,18/06/2024,TABLEAU,1,MATERIEL EQUITATION,73.6,OHLALA SELLERIE,09.2.2.1,Articles de sport (SD)
10157157_01,11/09/2024,19/06/2024,TABLEAU,1,MATERIEL EQUITATION,66.1,PRIVATE SPORT SHOP,09.2.2.1,Articles de sport (SD)
10156701_01,12/08/2024,30/05/2024,TABLEAU,1,MATERIEL POUR PEINTURE MURALE,33.1,CASTORAMA,04.3.1.1.1,"Peintures, vernis et papier peints"
10157671_02,27/08/2024,07/06/2024,TABLEAU,1,MATERIEL SANITAIRE,170,LEROY MERLIN,04.3.1.1.6,Autres matériaux
10157671_02,27/08/2024,07/06/2024,TABLEAU,2,MATERIEL SANITAIRE,60,LEROY MERLIN,04.3.1.1.6,Autres matériaux
10158231_01,09/10/2024,21/06/2024,TABLEAU,1,MATERIEL VEHICULE,55.4,CARTER CASH,07.2.1.2,Pièces pour véhicules personnels (SD)
10158231_01,09/10/2024,20/06/2024,TABLEAU,2,MATERIEL VEHICULE,27,NORAUTO,07.2.1.2,Pièces pour véhicules personnels (SD)
10158152_01,28/08/2024,17/06/2024,TABLEAU,1,MATH COURSES,83,MATH,98.1.2,Courses en supermarché
10157365_01,06/09/2024,12/06/2024,TABLEAU,3,MAYONNAISE COLZA,1.9,CARREFOUR DESTRELAND,01.1.9.3.9,Autres sauces et condiments
10156823_03,29/08/2024,17/06/2024,TABLEAU,3,MC DONALD,20.4,RESTAURATION,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157357_01,05/09/2024,16/06/2024,TABLEAU,2,MCDONALD,11,MCDO,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157947_02,29/08/2024,30/06/2024,TABLEAU,1,MEDECIN,84,//,06.2,Services de soins ambulatoires
10157137_01,05/09/2024,22/06/2024,TABLEAU,2,MEDECIN,"73.5,0",,06.2,Services de soins ambulatoires
10157150_01,05/09/2024,28/06/2024,TABLEAU,6,MEDECIN,60,//,06.2,Services de soins ambulatoires
10157440_01,06/09/2024,27/05/2024,TABLEAU,1,MEDECIN,56.4,DR MARSAC SOPHIE,06.2,Services de soins ambulatoires
10157580_01,12/09/2024,28/06/2024,TABLEAU,5,MEDECIN,50,MEDECIN,06.2,Services de soins ambulatoires
10158864_01,22/08/2024,30/05/2024,TABLEAU,3,MEDECIN,40,,06.2,Services de soins ambulatoires
10157137_02,05/09/2024,//,TABLEAU,3,MEDECIN,35.9,DR BEAUVAIS,06.2,Services de soins ambulatoires
10157362_01,22/08/2024,31/05/2024,TABLEAU,2,MEDECIN,32,//,06.2,Services de soins ambulatoires
10157955_01,11/09/2024,06/06/2024,TABLEAU,4,MEDECIN,31.5,CARTE MEDECIN J.,06.2,Services de soins ambulatoires
10158023_01,16/08/2024,03/06/2024,TABLEAU,3,MEDECIN,31.5,PEDIATRE MEDECIN,06.2,Services de soins ambulatoires
10156770_01,03/09/2024,20/06/2024,TABLEAU,4,MEDECIN,"27.5,0",,06.2,Services de soins ambulatoires
10156833_01,11/09/2024,06/06/2024,TABLEAU,5,MEDECIN,26.5,MEDECIN,06.2,Services de soins ambulatoires
10156956_01,08/10/2024,20/06/2024,TABLEAU,1,MEDECIN,26.5,GENERALISTE,06.2,Services de soins ambulatoires
10156996_02,27/08/2024,17/05/2024,TABLEAU,1,MEDECIN,26.5,//,06.2,Services de soins ambulatoires
10157021_02,04/09/2024,13/06/2024,TABLEAU,2,MEDECIN,26.5,CABINET MEDICAL,06.2,Services de soins ambulatoires
10157901_01,19/08/2024,24/05/2024,TABLEAU,2,MEDECIN,26.5,//,06.2,Services de soins ambulatoires
10158023_01,16/08/2024,28/05/2024,TABLEAU,3,MEDECIN,26.5,MEDECIN,06.2,Services de soins ambulatoires
10158023_01,16/08/2024,31/05/2024,TABLEAU,4,MEDECIN,26.5,MEDECIN,06.2,Services de soins ambulatoires
10158727_01,28/08/2024,//,TABLEAU,1,MEDECIN,26.5,//,06.2,Services de soins ambulatoires
10157079_01,05/08/2024,21/05/2024,TABLEAU,1,MEDECIN,16.9,//,06.2,Services de soins ambulatoires
10156611_01,03/09/2024,24/06/2024,TABLEAU,1,MEDECIN,11.3,//,06.2,Services de soins ambulatoires
10156903_02,16/08/2024,25/05/2024,TABLEAU,1,MEDECIN (OPHTALMO),109,//,06.2,Services de soins ambulatoires
10156502_01,22/08/2024,04/06/2024,TABLEAU,1,MEDECIN (RHUMATOLOGUE),50,MEDECIN,06.2,Services de soins ambulatoires
10157582_01,12/09/2024,25/06/2024,TABLEAU,2,MEDECIN (VISITE),70.3,MEDECIN,06.2,Services de soins ambulatoires
10157612_01,12/09/2024,25/06/2024,TABLEAU,2,MEDECIN (VISITE),70.3,MEDECIN,06.2,Services de soins ambulatoires
10157762_01,27/08/2024,07/06/2024,TABLEAU,1,MEDECIN GENERALISTE,26.5,CABINET GENERALISTE,06.2,Services de soins ambulatoires
10158463_01,10/09/2024,12/06/2024,TABLEAU,3,MEDECIN GENERALISTE POUR NINO,9.4,//,06.2,Services de soins ambulatoires
10157725_01,27/08/2024,05/06/2024,TABLEAU,6,MEDECIN PAUL,30,DR CEYRAC,06.2,Services de soins ambulatoires
10157724_02,27/08/2024,14/06/2024,TABLEAU,2,MEDECIN SPECIALISTE,30,MEDECIN,06.2,Services de soins ambulatoires
10158597_01,02/08/2024,24/05/2024,TABLEAU,1,MEDECINE DOUCE,70,OSTEOPATHE,06.2,Services de soins ambulatoires
10158574_02,09/09/2024,22/06/2024,TABLEAU,2,MEDI PATH,22.8,LABORATOIRE,06.2,Services de soins ambulatoires
10158861_01,22/08/2024,30/05/2024,TABLEAU,1,MEDICAL,80,//,06.2,Services de soins ambulatoires
10157954_01,11/09/2024,04/06/2024,TABLEAU,2,MEDICAMENT,69.1,PHARMACIE,06.1.1,Médicaments (ND)
10157480_01,06/09/2024,29/05/2024,TABLEAU,1,MEDICAMENT,40,PHARMACIE DE LA SANTE,06.1.1,Médicaments (ND)
10157880_01,21/08/2024,24/05/2024,TABLEAU,1,MEDICAMENT,27.4,PHARMACIE,06.1.1,Médicaments (ND)
10156515_01,22/08/2024,07/06/2024,TABLEAU,3,MEDICAMENT,18.8,PHARMACIE,06.1.1,Médicaments (ND)
10157187_01,28/08/2024,12/06/2024,TABLEAU,2,MEDICAMENT,13.8,PHARMACIE,06.1.1,Médicaments (ND)
10157806_01,06/09/2024,07/06/2024,TABLEAU,3,MEDICAMENT,9.9,THIE ST SYLVESTRE,06.1.1,Médicaments (ND)
10157306_01,22/08/2024,06/06/2024,TABLEAU,1,MEDICAMENT,7.9,PHARMACIE,06.1.1,Médicaments (ND)
10157156_02,22/08/2024,05/06/2024,TABLEAU,1,MEDICAMENT,7.5,PHARMACIE,06.1.1,Médicaments (ND)
10157137_02,05/09/2024,//,TABLEAU,1,MEDICAMENT,5.9,PHARMACIE DE LA GARE,06.1.1,Médicaments (ND)
10158198_01,06/08/2024,28/05/2024,TABLEAU,3,MEDICAMENT,5.5,PHARMACIE,06.1.1,Médicaments (ND)
10158574_02,09/09/2024,15/06/2024,TABLEAU,5,MEDICAMENT,3.5,PHARMACIE,06.1.1,Médicaments (ND)
10158734_01,08/08/2024,23/05/2024,TABLEAU,3,MEDICAMENT,3.5,PHARMACIE LAFAYETTE,06.1.1,Médicaments (ND)
10157762_01,27/08/2024,07/06/2024,TABLEAU,2,MEDICAMENT NR,6.5,PHARMACIE,06.1.1,Médicaments (ND)
10156518_01,29/08/2024,08/06/2024,TABLEAU,1,MEDICAMENTS,80,PHARMACIE,06.1.1,Médicaments (ND)
10158649_01,11/09/2024,13/06/2024,TABLEAU,1,MEDICAMENTS,38.4,PHARMACIE PRINCIPALE,06.1.1,Médicaments (ND)
10158198_01,06/08/2024,24/05/2024,TABLEAU,1,MEDICAMENTS,37.6,PHARMACIE,06.1.1,Médicaments (ND)
10158023_01,16/08/2024,03/06/2024,TABLEAU,2,MEDICAMENTS,24.8,PHARMACIE,06.1.1,Médicaments (ND)
10156990_01,13/08/2024,24/05/2024,TABLEAU,1,MEDICAMENTS,18.3,PHARMACIE,06.1.1,Médicaments (ND)
10157905_01,29/08/2024,06/06/2024,TABLEAU,2,MEDICAMENTS,16,PHARMACIE,06.1.1,Médicaments (ND)
10156731_01,03/09/2024,31/05/2024,TABLEAU,3,MEDICAMENTS,15.3,PHARMACIE,06.1.1,Médicaments (ND)
10158597_01,02/08/2024,23/05/2024,TABLEAU,1,MEDICAMENTS,12.8,PHARMACIE,06.1.1,Médicaments (ND)
10157440_01,06/09/2024,24/05/2024,TABLEAU,1,MEDICAMENTS,12.6,PHARMACIE,06.1.1,Médicaments (ND)
10156747_01,02/08/2024,23/05/2024,TABLEAU,1,MEDICAMENTS,11.8,PHARMACIE,06.1.1,Médicaments (ND)
10158649_01,11/09/2024,15/06/2024,TABLEAU,1,MEDICAMENTS,11.8,PHARMACIE DE L'EUROPE,06.1.1,Médicaments (ND)
10158623_01,02/08/2024,24/05/2024,TABLEAU,3,MEDICAMENTS,7.9,PHARMACIE,06.1.1,Médicaments (ND)
10156640_01,28/08/2024,13/06/2024,TABLEAU,5,MEDICAMENTS,7.5,PHARMACIE,06.1.1,Médicaments (ND)
10157806_01,06/09/2024,06/06/2024,TABLEAU,2,MEDICAMENTS,7.4,PHARMACIE MONTAYRAL,06.1.1,Médicaments (ND)
10156603_01,25/07/2024,03/06/2024,TABLEAU,1,MEDICAMENTS,7.2,PHARMACIE,06.1.1,Médicaments (ND)
10157153_01,05/08/2024,01/06/2024,TABLEAU,1,MEDICAMENTS,3.3,PHARMACIE,06.1.1,Médicaments (ND)
10156913_01,08/10/2024,20/06/2024,TABLEAU,1,MEDICAMENTS,3.2,PHARMACIE,06.1.1,Médicaments (ND)
10156675_01,02/09/2024,25/06/2024,TABLEAU,3,MEDICAMENTS + BROSSES A DENTS,18.9,PHARMACIE,06.1.1,Médicaments (ND)
10158771_01,20/08/2024,31/05/2024,TABLEAU,3,MEDICAMENTS NON REMBOURSES,13.7,PHARMACIE,06.1.1,Médicaments (ND)
10157012_02,02/08/2024,25/05/2024,TABLEAU,2,MEDICAMENTS NON REMBOURSES,8.1,PHARMACIE,06.1.1,Médicaments (ND)
10158208_01,28/08/2024,27/05/2024,TABLEAU,1,"MEDICAMENTS, PARAPHARMACIE","3,8",,06.1.1,Médicaments (ND)
10157409_01,22/08/2024,16/05/2024,TABLEAU,2,MELANGE APERITIF,2.4,PLI BEL PRICE,01.1.6.9.4,"Fruits à coque et graines grillés, salés ou autrement préparés"
10157111_01,10/09/2024,//,TABLEAU,18,MELANGE GRAINS,6.6,NATURALIA,01.1.6.9.4,"Fruits à coque et graines grillés, salés ou autrement préparés"
10157231_01,05/09/2024,23/06/2024,TABLEAU,1,MEMOIRE,64.3,IMPRIMEUR,09.7.3.0,Imprimés divers (ND)
