product;Montant de la dépense;shop_maj;Libellé coicop;Code coicop;code_mag;Nomen_mag
PAQUITO BOCAL POM. PE;2.02;INTERMARCHE;Autres confitures, gelées de fruits, marmelades, purées et pâtes de fruits;01.1.8.3.9;112;Supermarchés, magasins multi-commerces
PAQUITO BOCAL POM. PE;2.02;INTERMARCHE;Autres confitures, gelées de fruits, marmelades, purées et pâtes de fruits;01.1.8.3.9;112;Supermarchés, magasins multi-commerces
PAQUITO BCL POM. ABRI;2.25;INTERMARCHE;Autres confitures, gelées de fruits, marmelades, purées et pâtes de fruits;01.1.8.3.9;112;Supermarchés, magasins multi-commerces
PAQUITO BCL POM. ABRI;2.25;INTERMARCHE;Autres confitures, gelées de fruits, marmelades, purées et pâtes de fruits;01.1.8.3.9;112;Supermarchés, magasins multi-commerces
PAQUITO BCL POM. ABRI;2.25;INTERMARCHE;Autres confitures, gelées de fruits, marmelades, purées et pâtes de fruits;01.1.8.3.9;112;Supermarchés, magasins multi-commerces
FAMOUS GROUSE S. WHI.;17.08;INTERMARCHE;Spiritueux et liqueurs (ND);02.1.1.0;112;Supermarchés, magasins multi-commerces
VAN HONSEBROUC BRIGA;5.65;INTERMARCHE;Bière (ND);02.1.3.0;112;Supermarchés, magasins multi-commerces
VAN HONSEBROUC BRIGA;5.65;INTERMARCHE;Bière (ND);02.1.3.0;112;Supermarchés, magasins multi-commerces
REMISE 2EME A -68 % JARDIN B;-4.5;INTERMARCHE;Plats précuits à base de pâtes et de céréales;01.1.9.1.1;112;Supermarchés, magasins multi-commerces
REMISE 2EME A -68 % MEO CAFE;-9.49;INTERMARCHE;Café;01.2.2.0.1;112;Supermarchés, magasins multi-commerces
REMISE 2EME A -60 % DAUCY;-1.96;INTERMARCHE;Légumes en conserve;01.1.7.9.2;112;Supermarchés, magasins multi-commerces
REMISE 2EME A -60 % HAAGENDA;-2.94;INTERMARCHE;Glace, crème glacée et sorbet (ND);01.1.8.6;112;Supermarchés, magasins multi-commerces
REMISE 2EME A -30 % PAQUITO;-1.9;INTERMARCHE;Autres confitures, gelées de fruits, marmelades, purées et pâtes de fruits;01.1.8.3.9;112;Supermarchés, magasins multi-commerces
SAL FRT ROUGE;6.99;PICARD SURGELES SAS;Fruits congelés;01.1.6.6.0;114;Petite surface d'alimentation générale et produits surgelés (commerce d’alimentation générale, magasin de produits surgelés, épicerie sociale…)
EP HACHE CREME;2.65;PICARD SURGELES SAS;Légumes, tubercules, plantains et bananes plantains de cuisson, congelés;01.1.7.8.0;114;Petite surface d'alimentation générale et produits surgelés (commerce d’alimentation générale, magasin de produits surgelés, épicerie sociale…)
FILETS SARDINE 5;7.9;PICARD SURGELES SAS;Autres poissons pélagiques, vivants, frais, réfrigérés ou congelés;01.1.3.1.6;114;Petite surface d'alimentation générale et produits surgelés (commerce d’alimentation générale, magasin de produits surgelés, épicerie sociale…)
NOISETTES 1KG;2.3;PICARD SURGELES SAS;Noix, en coque ou décortiquées (ND);01.1.6.8;114;Petite surface d'alimentation générale et produits surgelés (commerce d’alimentation générale, magasin de produits surgelés, épicerie sociale…)
REMISE SELECTION PICARD & NOUS;-0.2;PICARD SURGELES SAS;Accessoires divers (SD);05.5.2.2;114;Petite surface d'alimentation générale et produits surgelés (commerce d’alimentation générale, magasin de produits surgelés, épicerie sociale…)
CUIS POULET 1K5;11.4;PICARD SURGELES SAS;Viande de volaille fraîche, réfrigérée ou congelée;01.1.2.2.4;114;Petite surface d'alimentation générale et produits surgelés (commerce d’alimentation générale, magasin de produits surgelés, épicerie sociale…)
CH EMINCES 1KG;3.8;PICARD SURGELES SAS;Légumes, tubercules, plantains et bananes plantains de cuisson, congelés;01.1.7.8.0;114;Petite surface d'alimentation générale et produits surgelés (commerce d’alimentation générale, magasin de produits surgelés, épicerie sociale…)
REMISE PICARD & NOUS;-0.1;PICARD SURGELES SAS;Accessoires divers (SD);05.5.2.2;114;Petite surface d'alimentation générale et produits surgelés (commerce d’alimentation générale, magasin de produits surgelés, épicerie sociale…)
F. MAQUEREAU 600;8.99;PICARD SURGELES SAS;Autres poissons pélagiques, vivants, frais, réfrigérés ou congelés;01.1.3.1.6;114;Petite surface d'alimentation générale et produits surgelés (commerce d’alimentation générale, magasin de produits surgelés, épicerie sociale…)
20 COLIN PANES;9.9;PICARD SURGELES SAS;Préparations de poisson (ND);01.1.3.3;114;Petite surface d'alimentation générale et produits surgelés (commerce d’alimentation générale, magasin de produits surgelés, épicerie sociale…)
PUREE CAROTTE SR;2.85;PICARD SURGELES SAS;Salades composées et plats préparés à base de légumes;01.1.9.1.3;114;Petite surface d'alimentation générale et produits surgelés (commerce d’alimentation générale, magasin de produits surgelés, épicerie sociale…)
CORDE A LINGE C;2.49;SAS GIFI MAG;Ustensiles et articles de cuisine (SD);05.4.0.3;212;Petite surface non spécialisée (bazar…)
PORTANT DOUBLE;14.85;SAS GIFI MAG;Meubles de maison (D);05.1.1.1;212;Petite surface non spécialisée (bazar…)
ECO-MOBILIER;0.14;SAS GIFI MAG;Impôts et taxes;99.4;212;Petite surface non spécialisée (bazar…)
LAVE PONT BOIS;5.99;SAS GIFI MAG;Produits de nettoyage et d'entretien ménager (ND);05.6.1.1;212;Petite surface non spécialisée (bazar…)
MANCHE BOIS VER;2.99;SAS GIFI MAG;Produits de nettoyage et d'entretien ménager (ND);05.6.1.1;212;Petite surface non spécialisée (bazar…)
TETE DE BALAI P;6.79;SAS GIFI MAG;Produits de nettoyage et d'entretien ménager (ND);05.6.1.1;212;Petite surface non spécialisée (bazar…)
MANCHE BALAI PL;0.99;SAS GIFI MAG;Produits de nettoyage et d'entretien ménager (ND);05.6.1.1;212;Petite surface non spécialisée (bazar…)
TAB CHOC ORIGNINE 100G 4 X 1.25€;5;ALDI;Chocolat, y compris le chocolat blanc;01.1.8.5.1;113;Magasins maxi-discompte
ASSIETTE DE CHARCUTERIE 1 X 3.89€;3.89;ALDI;Viande de porc, coupes, salée, séchée ou fumée (lard et jambon);01.1.2.3.2;113;Magasins maxi-discompte
LAYS PAYSANNE 295G+10% 1 X 2.29€;2.29;ALDI;Légumes, tubercules, plantains, bananes à cuire et légumineuses moulues et autres préparations (ND);01.1.7.9;113;Magasins maxi-discompte
FROM. DE CHEVRE FRAIS 200 1 X 1.99€;1.99;ALDI;Fromage;01.1.4.5.0;113;Magasins maxi-discompte
MAYONNAISE AMORA 415G 1 X 2.39€;2.39;ALDI;Autres sauces et condiments;01.1.9.3.9;113;Magasins maxi-discompte
DATTE BRANCHEE 1KG 1 X 3.99€;3.99;ALDI;Dattes, fraîches;01.1.6.1.3;113;Magasins maxi-discompte
COLGATE DENT. TRIPLE ACTI 1 X 2.29€;2.29;ALDI;Savons, dentifrices et produits de toilette;13.1.2.0.3;113;Magasins maxi-discompte
BIERE BLONDE GOUDALE 75C 2 X 2.59€;5.18;ALDI;Bière (ND);02.1.3.0;113;Magasins maxi-discompte
SO BIO AP SHAMP 200ML 1 X 2.65€;2.65;ALDI;Shampooings et produits capillaires divers;13.1.2.0.4;113;Magasins maxi-discompte
B AROM FRAMBOISE 0% 6 X 3 1 X 3.49€;3.49;ALDI;Yaourt et produits similaires;01.1.4.6.0;113;Magasins maxi-discompte
POMMES 1.5KG 1 X 2.99€;2.99;ALDI;Pommes, fraîches;01.1.6.3.1;113;Magasins maxi-discompte
BAGUETTE CEREALES 230G 2 X 0.89€;1.78;ALDI;Pain;01.1.1.3.1;113;Magasins maxi-discompte
BAGUETTE D EXCEPTION 250 1 X 0.95€;0.95;ALDI;Pain;01.1.1.3.1;113;Magasins maxi-discompte
YAOURT GREC NATURE X 8 2 X 2.29€;4.58;ALDI;Yaourt et produits similaires;01.1.4.6.0;113;Magasins maxi-discompte
CHANGEMENT DE PRIX;-2.58;ALDI;Yaourt et produits similaires;01.1.4.6.0;113;Magasins maxi-discompte
COMTE 6 MOIS 250G 1 X 3.35€;3.35;ALDI;Fromage;01.1.4.5.0;113;Magasins maxi-discompte
SURIMI X 30 500G 1 X 2.79€;2.79;ALDI;Plats préparés à base de viande et/ou de poisson;01.1.9.1.2;113;Magasins maxi-discompte
HOLY F AMANDE POUDRE 500 2 X 3.89€;7.78;ALDI;Autres farines de céréales;01.1.1.2.9;113;Magasins maxi-discompte
RESTAURANT A LA BONNE SOUPE;15.1;A LA BONNE SOUPE;Restaurants, cafés et autres – avec service complet (S);11.1.1.1;411;Restauration classique
FICHE REPAS;8.4;BOULANGERIE LOUISE LA PILATERIE;Restaurants, cafés et autres – à service limité (S);11.1.1.2;121;Boulangerie, pâtisserie, viennoiserie, confiseur, chocolatier
DULIN01 LIGHT KHAKI 01,M;59.99;CELIO;Vêtements pour hommes ou garçons (SD);03.1.2.1;233;Petite surface spécialisée dans l’équipement de la personne
FOKREY15 GREY, 38, 30;49.99;CELIO;Vêtements pour hommes ou garçons (SD);03.1.2.1;233;Petite surface spécialisée dans l’équipement de la personne
REGULAR 3L BRUT, 38, 30;49.99;CELIO;Vêtements pour hommes ou garçons (SD);03.1.2.1;233;Petite surface spécialisée dans l’équipement de la personne
MARIE NOUILLES CRE;4.15;AUCHAN;Plats précuits à base de pâtes et de céréales;01.1.9.1.1;111;Hypermarchés
AUCHAN BISCOTTES S;1.51;AUCHAN;Pain;01.1.1.3.1;111;Hypermarchés
YPT PANIER FRTS PA;4.75;AUCHAN;Yaourt et produits similaires;01.1.4.6.0;111;Hypermarchés
SODEBO PIZ DOLCE P;3.79;AUCHAN;Sandwichs, pizzas, quiches, tourtes à la viande ou au poisson, surgelés ou non;01.1.9.1.4;111;Hypermarchés
PAIN HALLY GRAIN P;1.9;AUCHAN;Pain;01.1.1.3.1;111;Hypermarchés
POMME DE TERRE 2.5KG;3.99;AUCHAN;Pommes de terre;01.1.7.5.1;111;Hypermarchés
RATAFIA A LA PRUNE;12.99;AUCHAN;Spiritueux et liqueurs (ND);02.1.1.0;111;Hypermarchés
USHUAIA DCHE CEDRE;3.2;AUCHAN;Savons, dentifrices et produits de toilette;13.1.2.0.3;111;Hypermarchés
AUCHAN CONFITURE E;2.05;AUCHAN;Autres confitures, gelées de fruits, marmelades, purées et pâtes de fruits;01.1.8.3.9;111;Hypermarchés
PETROLE HAHN LOTION;6.54;AUCHAN;Shampooings et produits capillaires divers;13.1.2.0.4;111;Hypermarchés
TWIX CARAMEL SALE X;2.49;AUCHAN;Autres produits alimentaires à base de cacao et préparations de desserts à base de cacao;01.1.8.5.9;111;Hypermarchés
POULAIN NOIR EXTRA;4.75;AUCHAN;Chocolat, y compris le chocolat blanc;01.1.8.5.1;111;Hypermarchés
SIGNAL BAIN DE BOUC;3.32;AUCHAN;Savons, dentifrices et produits de toilette;13.1.2.0.3;111;Hypermarchés
POUCE SACS POUBELLE;0.41;AUCHAN;Autres biens domestiques non durables (ND);05.6.1.9;111;Hypermarchés
LAY S FRITELLE EMM;1.17;AUCHAN;Chips;01.1.7.9.4.2;111;Hypermarchés
POUCE ESSUIE TOUT C;1.65;AUCHAN;Autres biens ménagers non durables (ND);05.6.1.9;111;Hypermarchés
RESTAURANT;8.4;BOULANGERIE LOUISE LA PILATERIE;Restaurants, cafés et autres – à service limité (S);11.1.1.2;121;Boulangerie, pâtisserie, viennoiserie, confiseur, chocolatier
TREXLER WHITE;40;JD FRANCE;Chaussures et autres chaussures (SD);03.2.1;233;Petite surface spécialisée dans l’équipement de la personne
RESTAURANT POKAWA;26.8;POKAWA;Restaurants, cafés et autres – avec service complet (S);11.1.1.1;411;Restauration classique
BTE GUSTAVES PM;13;SARL CHOCOENGLOS;Chocolat, y compris chocolat blanc;01.1.8.5.1;121;Boulangerie, pâtisserie, viennoiserie, confiseur, chocolatier
ETUI 30 CARRES DEGUS;9;SARL CHOCOENGLOS;Chocolat, y compris chocolat blanc;01.1.8.5.1;121;Boulangerie, pâtisserie, viennoiserie, confiseur, chocolatier
MEDAILLONS DE FILET 4.99 X 1;4.99;LIDL;Viande, fraîche, réfrigérée ou congelée (ND);01.1.2.2;113;Magasins maxi-discompte
RABAIS 30 %;-1.5;LIDL;Viande, fraîche, réfrigérée ou congelée (ND);01.1.2.2;113;Magasins maxi-discompte
COOKIES MOELLEUX LAI 2.29 X 1;2.29;LIDL;Biscuits et gâteaux;01.1.1.3.9.3;113;Magasins maxi-discompte
REM COOKIES MOELLEUX;-0.58;LIDL;Biscuits et gâteaux;01.1.1.3.9.3;113;Magasins maxi-discompte
JAMBON CUIT DORE 2.27 X 1;2.27;LIDL;Viande de porc, coupes, salées, séchées ou fumées (lard et jambon);01.1.2.3.2;113;Magasins maxi-discompte
YAOURT AUX FRUITS RO 2.29 X 1;2.29;LIDL;Yaourt et produits similaires;01.1.4.6.0;113;Magasins maxi-discompte
TROIS CHARIOTS IPA B 1.99 X 1;1.99;LIDL;Bière (ND);02.1.3.0;113;Magasins maxi-discompte
ANGELUS BIERE BLONDE 3.59 X 1;3.59;LIDL;Bière (ND);02.1.3.0;113;Magasins maxi-discompte
TOMATE COCKTAIL 1.99 X 1;1.99;LIDL;Tomates, fraîches ou réfrigérées;01.1.7.2.4;113;Magasins maxi-discompte
TUILES BARBECUE 1.39 X 1;1.39;LIDL;Chips;01.1.7.9.4.2;113;Magasins maxi-discompte
MAGNUM ALMOND REMIX 4.10 X 1;4.1;LIDL;Glaces, glaces et sorbets;01.1.8.6.0;113;Magasins maxi-discompte
AVOCAT 0.89 X 2;1.78;LIDL;Avocats, frais;01.1.6.1.1;113;Magasins maxi-discompte
CACAHUETE GRILLEE A 0.69 X 1;0.69;LIDL;Arachides, en coque ou décortiquées;01.1.6.8.8;113;Magasins maxi-discompte
CRUSPIES BACON 0.86 X 1;0.86;LIDL;Autres préparations de fruits et de noix;01.1.6.9.9;113;Magasins maxi-discompte
CAFE ESPRESSO 9.99 X 1;9.99;LIDL;Café;01.2.2.0.1;113;Magasins maxi-discompte
FRITES SEL 0.54 X 1;0.54;LIDL;Chips;01.1.7.9.4.2;113;Magasins maxi-discompte
CHIPS SNACK 0.72 X 1;0.72;LIDL;Chips;01.1.7.9.4.2;113;Magasins maxi-discompte
MAIS DOUX 3 X 140G 1.79 X 1;1.79;LIDL;Légumes en conserve;01.1.7.9.2;113;Magasins maxi-discompte
CROISSANT PUR BEURRE 0.45 X 6;2.7;LIDL;Viennoiserie;01.1.1.3.9.2;113;Magasins maxi-discompte
MORCEAUX DE THON 1.04 X 1;1.04;LIDL;Thons, listaos ou bonites à ventre rayé, préparés ou conservés;01.1.3.3.1;113;Magasins maxi-discompte
BANANE BIO FAIRTRADE 1.198KG X 2.49EUR/KG;2.98;LIDL;Bananes, fraîches;01.1.6.1.2;113;Magasins maxi-discompte
LES CARRES CREMEUX 1.87 X 1;1.87;LIDL;Fromage;01.1.4.5.0;113;Magasins maxi-discompte
GOUTERS GOURMAND EVO 1.01 X 1;1.01;LIDL;Biscuits et gâteaux;01.1.1.3.9.3;113;Magasins maxi-discompte
2 PLIS PAPIER TOILE 3.45 X 1;3.45;LIDL;Articles d’hygiène à base de papier ou de coton;13.1.2.0.5;113;Magasins maxi-discompte
CADUM DERMO-RESPECT 3.55 X 1;3.55;LIDL;Savons, dentifrices et produits de toilette;13.1.2.0.3;113;Magasins maxi-discompte
LAIT 1/2 ECREME UHT 1.00 X 2;2;LIDL;Lait écrémé;01.1.4.2.0;113;Magasins maxi-discompte
PAIC EXCEL BRILLANCE 2.21 X 1;2.21;LIDL;Produits de nettoyage et d'entretien ménager (ND);05.6.1.1;113;Magasins maxi-discompte
CRUSPIES BBQ 0.81 X 1;0.81;LIDL;Autres préparations de fruits et de noix;01.1.6.9.9;113;Magasins maxi-discompte
GOUDA JEUNE EN TRANC 3.64 X 1;3.64;LIDL;Fromage;01.1.4.5.0;113;Magasins maxi-discompte
TOMATE CERISE BIO 1.89 X 1;1.89;LIDL;Tomates, fraîches ou réfrigérées;01.1.7.2.4;113;Magasins maxi-discompte
PASQUIER PAIN BRETZ 1.99 X 1;1.99;LIDL;Pain;01.1.1.3.1;113;Magasins maxi-discompte
DOMINO CHOCO 1.79 X 1;1.79;LIDL;Biscuits et gâteaux;01.1.1.3.9.3;113;Magasins maxi-discompte
JAMBON CRU FUME 2.15 X 1;2.15;LIDL;Viande de porc, découpe, salée, séchée ou fumée (bacon et jambon);01.1.2.3.1;113;Magasins maxi-discompte
LARDONS FUMES CH'TI 2.09 X 1;2.09;LIDL;Viande de porc, découpe, salée, séchée ou fumée (bacon et jambon);01.1.2.3.1;113;Magasins maxi-discompte
STEAKS HACHES FB 15 % 3.89 X 1;3.89;LIDL;Viandes de bovins, fraîches, réfrigérées ou congelées;01.1.2.2.1;113;Magasins maxi-discompte
AMORA GOURMET BURGER 1.76 X 1;1.76;LIDL;Autres sauces et condiments;01.1.9.3.9;113;Magasins maxi-discompte
HUILE D'OLIVE VIERGE 9.49 X 1;9.49;LIDL;Huile d'olive;01.1.5.1.3;113;Magasins maxi-discompte
PETIT BEURRE CHOCO P 2.29 X 1;2.29;LIDL;Biscuits et gâteaux;01.1.1.3.9.3;113;Magasins maxi-discompte
COCA COLA CAN ZERO 9.89 X 1;9.89;LIDL;Boissons non alcoolisées;01.2.6.0.0;113;Magasins maxi-discompte
SOUS-VETEMENTS ROSE S;6;KIABI;Vêtements pour femmes ou filles (SD);03.1.2.2;223;Grande surface spécialisée dans l’équipement de la personne
REMISE LOT (5+) -50 %;-3;KIABI;Vêtements pour femmes ou filles (SD);03.1.2.2;223;Grande surface spécialisée dans l’équipement de la personne
JEAN WIDE LEG A TAIL NOIR 36;20;KIABI;Vêtements pour femmes ou filles (SD);03.1.2.2;223;Grande surface spécialisée dans l’équipement de la personne
REMISE LOT (5+) -50 %;-10;KIABI;Vêtements pour femmes ou filles (SD);03.1.2.2;223;Grande surface spécialisée dans l’équipement de la personne
ROBE NOIR S;12;KIABI;Vêtements pour femmes ou filles (SD);03.1.2.2;223;Grande surface spécialisée dans l’équipement de la personne
REMISE LOT (5+) -50 %;-6;KIABI;Vêtements pour femmes ou filles (SD);03.1.2.2;223;Grande surface spécialisée dans l’équipement de la personne
JEAN DROIT TAILLE HA GRIS 36;22;KIABI;Vêtements pour femmes ou filles (SD);03.1.2.2;223;Grande surface spécialisée dans l’équipement de la personne
REMISE LOT (5+) -50 %;-11;KIABI;Vêtements pour femmes ou filles (SD);03.1.2.2;223;Grande surface spécialisée dans l’équipement de la personne
3 CHAUSSETTES STYLE BLEU 35/38;6;KIABI;Vêtements (SD);03.1.2;223;Grande surface spécialisée dans l’équipement de la personne
REMISE LOT (5+) -50 %;-3;KIABI;Vêtements (SD);03.1.2;223;Grande surface spécialisée dans l’équipement de la personne
1PX STD LED B22 470LM 2700K NONAME 2 X 1.30;2.6;LEROY MERLIN;Accessoires divers (SD);05.5.2.2;222;Grande surface spécialisée dans l’équipement de la maison
DT ECOPART. UNIT. DEEE;0.12;LEROY MERLIN;Accessoires divers (SD);05.5.2.2;222;Grande surface spécialisée dans l’équipement de la maison
TDV ADFORS STANDARD CHEVRON 145GR 25M 2 X 39.90;79.8;LEROY MERLIN;Peintures, vernis et papier peints;04.3.1.1.1;222;Grande surface spécialisée dans l’équipement de la maison
COLLE TDV ET RENO LEGER PATE 10KG AXTON;27.9;LEROY MERLIN;Articles de quincaillerie, fourniture pour bricolage autres qu’en bois;04.3.1.1.2;222;Grande surface spécialisée dans l’équipement de la maison
VERNIS MARIN SYNTILOR 0.75L MAT INCOLORE;36.9;LEROY MERLIN;Peintures, vernis et papier peints;04.3.1.1.1;222;Grande surface spécialisée dans l’équipement de la maison
AUBERGINE 0.555KG X 3.50€/KG;1.94;MARAICHER;Aubergines (aubergines), fraîches ou réfrigérées;01.1.7.2.3;323;Vente du producteur
OIGNON BOTTE;0.95;MARAICHER;Oignons et échalotes, frais ou réfrigérés;01.1.7.4.3;323;Vente du producteur
ECHALOTE BOTTE;0.95;MARAICHER;Oignons et échalotes, frais ou réfrigérés;01.1.7.4.3;323;Vente du producteur
CAROTTE LAVEE 1.005KG X 1.70€/KG;1.71;MARAICHER;Carottes et navets, frais ou réfrigérés;01.1.7.4.1;323;Vente du producteur
OIGNON JAUNE 0.415KG X 1.20€/KG;0.5;MARAICHER;Oignons et échalotes, frais ou réfrigérés;01.1.7.4.3;323;Vente du producteur
SALADE;1;MARAICHER;Autres légumes à feuilles ou à tiges, frais ou réfrigérés;01.1.7.1.9;323;Vente du producteur
POMME 1.150KG X 2.60€/KG;2.99;MARAICHER;Autres légumes à feuilles ou à tiges, frais ou réfrigérés;01.1.7.1.9;323;Vente du producteur
LA GEORGETTE;1.1;MARAICHER;Illisible ou indéterminé;98.4;323;Vente du producteur
PDT BINTJE 5KG;4.2;MARAICHER;Pommes de terre;01.1.7.5.1;323;Vente du producteur
ARTICLE DIVERS 4PCS X 3.60;14.4;AU PETIT PANIER;Produits alimentaires et boissons non alcoolisées;1;129;Autres commerces détail à prédominance alimentaire en magasin spécialisé ( boucherie, poissonnerie, fromagerie, caviste, épicerie fine…)
ARTICLE DIVERS 1PCS X 3.95;3.95;AU PETIT PANIER;Produits alimentaires et boissons non alcoolisées;1;129;Autres commerces détail à prédominance alimentaire en magasin spécialisé ( boucherie, poissonnerie, fromagerie, caviste, épicerie fine…)
ARTICLE DIVERS 0.705KG X 3.90;2.75;AU PETIT PANIER;Produits alimentaires et boissons non alcoolisées;1;129;Autres commerces détail à prédominance alimentaire en magasin spécialisé ( boucherie, poissonnerie, fromagerie, caviste, épicerie fine…)
ARTICLE DIVERS 1.120KG X 5.90;6.61;AU PETIT PANIER;Produits alimentaires et boissons non alcoolisées;1;129;Autres commerces détail à prédominance alimentaire en magasin spécialisé ( boucherie, poissonnerie, fromagerie, caviste, épicerie fine…)
ARTICLE DIVERS 1PCS X 3.00;3;AU PETIT PANIER;Produits alimentaires et boissons non alcoolisées;1;129;Autres commerces détail à prédominance alimentaire en magasin spécialisé ( boucherie, poissonnerie, fromagerie, caviste, épicerie fine…)
ARTICLE DIVERS 0.600KG X 2.90;1.74;AU PETIT PANIER;Produits alimentaires et boissons non alcoolisées;1;129;Autres commerces détail à prédominance alimentaire en magasin spécialisé ( boucherie, poissonnerie, fromagerie, caviste, épicerie fine…)
